編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPTNMLTKMHOFFAW97CA,2,69.63,集合住宅,鋼筋混凝土造,105年11月23日,九層,八層 陽台 雨遮
RPTNMLTKMHOFFAW97CA,2,32.47,共有部分：本共有部分之項目有停車空間兼防空避難室、水箱、消防泵浦室、電信室、發電機室、台電配電室、梯廳、電樓梯間、（停車空間（一樓）垃圾儲藏空間、管委會辦公室、車道、陽台、雨遮、機械室、消防水池、雨水貯留池、基地內通路穿廊等１８項。,鋼筋混凝土造,105年11月23日,九層,
RPPNMLNJNHOFFAW96CA,1,70.96,集合住宅,鋼筋混凝土造,107年1月18日,三層,一層
RPPNMLNJNHOFFAW96CA,1,9.96,共有部分：本共有部分之項目有樓梯間１項。,鋼筋混凝土造,107年1月18日,三層,
RPVNMLTKMHOFFAW18CA,2,60.63,集合住宅,鋼筋混凝土造,105年11月23日,九層,八層 陽台 雨遮
RPVNMLTKMHOFFAW18CA,2,28.60,共有部分：本共有部分之項目有停車空間兼防空避難室、水箱、消防泵浦室、電信室、發電機室、台電配電室、梯廳、電樓梯間、（停車空間（一樓）垃圾儲藏空間、管委會辦公室、車道、陽台、雨遮、機械室、消防水池、雨水貯留池、基地內通路穿廊等１８項。,鋼筋混凝土造,105年11月23日,九層,
RPRNMLTKMHOFFAW77CA,2,69.63,集合住宅,鋼筋混凝土造,105年11月23日,九層,七層 陽台 雨遮
RPRNMLTKMHOFFAW77CA,2,32.47,共有部分：本共有部分之項目有停車空間兼防空避難室、水箱、消防泵浦室、電信室、發電機室、台電配電室、梯廳、電樓梯間、（停車空間（一樓）垃圾儲藏空間、管委會辦公室、車道、陽台、雨遮、機械室、消防水池、雨水貯留池、基地內通路穿廊等１８項。,鋼筋混凝土造,105年11月23日,九層,
RPRNMLTKMHOFFAW77CA,2,8.68,共有部分：本共有部分之項目有停車空間兼防空避難室１項。,鋼筋混凝土造,105年11月23日,九層,
RPQNMLNJNHOFFAW07CA,,77.84,住家用,鋼筋混凝土造,,,
RPQNMLNJNHOFFAW07CA,,20.29,樓梯間．屋頂突出物．通道．機械房．電梯間,鋼筋混凝土造,,,
